Specimen: 1	Specimen: 1	Specimen: 2	Specimen: 2	Specimen: 3	Specimen: 3	Specimen: 4	Specimen: 4	Specimen: 5	Specimen: 5	Specimen: 6	Specimen: 6	Specimen: 7	Specimen: 7	Specimen: 8	Specimen: 8	Specimen: 9	Specimen: 9
Displacement Into Surface	Load On Sample	Displacement Into Surface	Load On Sample	Displacement Into Surface	Load On Sample	Displacement Into Surface	Load On Sample	Displacement Into Surface	Load On Sample	Displacement Into Surface	Load On Sample	Displacement Into Surface	Load On Sample	Displacement Into Surface	Load On Sample	Displacement Into Surface	Load On Sample
nm	mN	nm	mN	nm	mN	nm	mN	nm	mN	nm	mN	nm	mN	nm	mN	nm	mN
810.5781505	71.75412612	829.2215509	76.88629605	831.2449488	76.85185636	836.3083342	76.82194695	845.1381584	76.84082406	829.4505618	76.81275332	820.8854672	76.83310817	828.8540917	76.8519972	844.8539916	78.80214798
802.491659	69.79349931	821.3471453	74.92074812	822.6143623	74.89127705	829.2309889	74.86123299	837.2986759	74.88017615	821.5521651	74.85211053	813.4356012	74.87242642	821.052358	74.89134629	836.6791089	76.84152959
794.662874	67.82794675	813.1583487	72.96013085	814.6722073	72.93063768	821.3416665	72.89078298	829.6465304	72.92931856	813.516064	72.89147974	804.7917141	72.91184846	813.9010366	72.9306389	829.2084183	74.88084979
786.8482403	65.87219955	805.2312933	70.99949076	807.4428702	70.96993646	813.1492578	70.93506931	821.8025337	70.95886432	805.4318993	70.93085312	796.8147337	70.9512124	805.3498837	70.97005315	821.8320148	72.92016183
778.7251275	63.91157575	797.226771	69.03885733	798.3331861	69.00939859	805.6104015	68.97439537	814.490814	68.99817033	796.8579162	68.97026902	789.0227561	68.99056027	797.4254776	69.00941287	814.0081156	70.95951271
770.9322455	61.9509232	789.48937	67.07820065	790.1485913	67.04878018	797.6551482	67.0088543	806.439002	67.0375407	789.1609716	67.00960857	781.0192116	67.02992652	788.95174	67.04882024	805.7216586	68.99890378
762.6656714	59.99031089	781.8269874	65.1224407	782.3148436	65.09793799	789.8097817	65.05311026	798.3140267	65.07691739	780.9232916	65.04899509	772.3221898	65.06935295	781.1771813	65.08816686	797.7794033	67.0382649
754.4901588	58.0296892	773.5966944	63.15202014	774.470142	63.13728998	781.2595525	63.10233084	791.2876841	63.11619854	772.6296584	63.08838643	764.3566211	63.10871573	773.4112135	63.12751267	790.5936972	65.07756009
746.4831608	56.06905292	765.4648165	61.19139762	765.7496122	61.16691091	773.7531753	61.13675054	782.3637904	61.15564461	764.9054168	61.12772825	756.3386865	61.14808303	764.7086629	61.16693979	782.5295011	63.1169317
738.7223985	54.10349197	757.4757267	59.23566595	758.3853656	59.20621893	765.4322129	59.17614439	774.1455397	59.19502919	756.8986074	59.16709451	748.6104574	59.18742512	756.4915902	59.20632471	775.030384	61.15625411
729.9404837	52.14292282	749.1768972	57.26525118	749.8005242	57.24563272	757.1341818	57.21553618	766.470863	57.23436656	748.091452	57.20653031	740.0460375	57.22683983	748.5764127	57.24568336	766.0589915	59.19570447
721.7372046	50.17740021	741.0780512	55.30952894	742.4986407	55.28493534	748.8307553	55.25492843	758.002299	55.27377282	739.7238867	55.2459279	730.9351438	55.26630187	740.3435309	55.28506951	758.521119	57.23503021
713.383397	48.21679397	733.1846544	53.35378881	733.6828444	53.32436913	740.2293416	53.29434648	750.5140486	53.31309383	732.1595063	53.28525561	723.2169074	53.30564297	731.6021856	53.32449983	750.1069002	55.27443199
705.1573178	46.26107997	724.8284035	51.38337886	724.7702142	51.3638113	732.2905451	51.33370691	741.252293	51.35256899	723.5358874	51.32467531	715.1393711	51.34501521	724.0353057	51.35402131	740.2921068	53.31395553
696.9020861	44.30046518	716.7987156	49.42765049	717.2244549	49.40313504	723.0372171	49.37318154	733.4678318	49.39191571	714.6017256	49.36412195	706.745743	49.39422154	715.0481303	49.40327957	733.4569765	51.35322003
688.1050221	42.33989733	707.9757427	47.46708768	709.0189015	47.44251595	714.8402164	47.4125643	725.828219	47.43124966	707.1341138	47.40344107	698.1322898	47.42383353	706.5326298	47.44269011	724.7988805	49.39264283
680.0000021	40.37926952	700.1574026	45.50153413	699.9496968	45.47216503	706.1336698	45.4519913	716.6732629	45.47071535	698.0586379	45.44289988	689.8388454	45.4632244	698.1504995	45.48208903	715.91702	47.43208508
671.0034393	38.41381562	691.2384764	43.55078619	692.0144766	43.51152251	697.4927233	43.49141249	708.2406358	43.51992316	689.7354342	43.48229325	680.7479222	43.50268443	689.3932882	43.52152041	706.4836621	45.47157522
662.1172149	36.46306214	682.9783318	41.58527096	683.4497596	41.56074118	689.7320539	41.53075715	700.2795117	41.54947624	680.9245496	41.52172898	671.5006421	41.54215802	680.8131922	41.56093639	697.9323629	43.51098859
653.6159087	34.50246865	673.7164729	39.6296494	674.4134883	39.5903874	679.8955897	39.57028216	690.8670421	39.58896172	672.8351036	39.56110195	663.0622814	39.58156126	672.235947	39.60035206	688.9708419	41.55043765
644.2425072	32.54195072	665.6148781	37.66902362	665.3702076	37.62984087	670.6729809	37.60975376	682.0806248	37.62839295	663.7315833	37.60056248	654.4890801	37.62097617	663.6039993	37.62996579	680.8124996	39.58981677
635.3230537	30.58139346	656.7748521	35.70355861	656.2740192	35.67910557	661.211182	35.64924604	673.2819972	35.66782524	655.3688665	35.639957	644.7849186	35.66048801	653.9232136	35.67928392	671.0455899	37.62933555
626.4853387	28.62082911	648.2303721	33.74297121	647.3273342	33.70874402	651.9673753	33.68871936	664.7702127	33.70723267	646.6203014	33.67938495	636.1959026	33.69990213	645.0789523	33.70891592	662.8319918	35.66871943
616.7712186	26.66034068	639.3131276	31.79222274	637.9562506	31.74822588	642.04046	31.72825193	654.9524695	31.74675324	636.8978141	31.71889727	626.3497029	31.73942517	635.8219584	31.75819706	653.5942932	33.70819216
606.1950309	24.69992694	630.1843838	29.82678264	628.4216323	29.78772191	632.9684597	29.7726135	646.3481341	29.78616869	627.9584449	29.75834174	616.9237318	29.7789118	626.4657955	29.79768012	643.850268	31.74770878
597.652731	22.73933699	621.4584041	27.86621084	619.388292	27.82717451	622.8793306	27.80725667	636.2018886	27.82571772	618.6705151	27.79781641	608.4056569	27.81831977	617.3642003	27.83714099	634.1291687	29.78722344
587.7836332	20.77886198	611.7910225	25.90081737	609.4663602	25.86670408	614.0696767	25.84669183	627.0818757	25.86517783	609.4671899	25.83728375	598.512777	25.85784685	607.2218142	25.86688556	625.1603374	27.8266726
577.886007	18.82819609	602.2276092	23.93541485	599.5933543	23.91603607	603.5492213	23.88627328	617.1399748	23.90470915	599.4398201	23.87682248	588.5431382	23.89738057	597.957383	23.90636043	615.5661301	25.86617415
566.4503552	16.85805014	592.0200621	21.98477811	589.8556888	21.95554968	593.3557646	21.9258264	607.3823615	21.9442245	589.2761643	21.916373	577.6512091	21.93699419	588.0645256	21.95569644	605.9145282	23.90568033
556.2971793	14.89759973	582.8142091	20.02424681	579.5521506	19.9951123	583.9120761	19.96531456	597.0531443	19.98378936	580.5704899	19.95579722	567.6148251	19.97653369	578.1381151	19.99522867	596.3826689	21.94517613
546.0371181	12.93715858	572.9569528	18.05396415	568.7219985	18.0249139	573.6949047	18.00486973	586.8888502	18.02333994	568.7687686	17.99548965	558.3122564	18.02581626	567.137194	18.02504746	586.2010435	19.98472822
535.16814	10.97677018	562.1153443	16.10338007	558.027729	16.07431701	561.8533276	16.04456562	575.35689	16.06300899	558.483836	16.03505068	548.067667	16.05556714	557.6299149	16.06454198	575.6500565	18.02431231
522.9242823	9.016500874	551.7153122	14.14295108	547.3689274	14.10410376	551.684511	14.0841166	565.03118	14.10257355	547.988746	14.0746299	536.934848	14.10500826	546.180178	14.10420393	565.62257	16.06385104
510.8118174	7.066026834	541.2198687	12.18253035	536.2557701	12.15354316	539.9837955	12.12380028	553.4661701	12.14224546	537.1544051	12.11423852	525.7858585	12.13483748	535.6532249	12.15359258	554.1169883	14.10351782
496.8163214	5.096102615	530.185073	10.22215634	525.0362587	10.19318511	528.8463857	10.16343515	541.910452	10.18191656	525.4630079	10.15392138	514.7015669	10.17446774	523.4912818	10.19331622	543.3923667	12.14311694
483.6206349	3.135915756	517.4275563	8.261931569	512.3914898	8.223143887	516.0935132	8.203209979	528.7919741	8.22172304	513.1146409	8.193661146	502.9301962	8.214157523	511.1330673	8.228153541	531.2663757	10.18283746
469.5761809	1.568068416	505.1555412	6.301664736	499.9252683	6.27270049	503.6253209	6.242960135	515.7760126	6.261520634	500.5518004	6.233419491	489.6376681	6.253979083	498.7923877	6.262989335	519.7140841	8.222508275
464.2331053	1.529304681	491.8564675	4.341486875	485.1575456	4.302843164	490.2007354	4.282793141	502.5118667	4.301339723	486.4964611	4.273307125	475.8624395	4.29384245	484.9880129	4.30285525	506.7666837	6.252493296
463.9254899	1.52933133	478.2023399	2.381339769	470.5793838	2.347679385	475.4916381	2.32273742	486.2039526	2.34142249	471.6406944	2.313264096	461.3965244	2.333765645	469.7417174	2.362459379	493.7053953	4.292294828
463.2980036	1.529385686	469.9773113	1.597520319	467.3458154	1.960596831	473.8512083	1.930613535	482.3595784	1.949489529	468.1812734	1.921297787	457.0430161	1.941876792	467.0526499	1.960619689	478.9832729	2.342046885
463.4580018	1.529371825	464.8869998	1.578348003	462.1016899	1.931631172	465.141668	1.901948105	479.1909064	1.920344084	463.6116024	1.892273712	451.3981941	1.922752505	461.6431659	1.941475026	475.5640361	1.9500771
465.3105483	1.529211356	464.606589	1.578372295	460.6577948	1.931756256	466.8719625	1.90179821	479.2687581	1.920337339	461.1144326	1.892490041	452.2076333	1.922682385	460.4087296	1.941581967	470.4242102	1.921102421
468.5715078	1.528928863	463.9130712	1.578432375	460.1957367	1.931796284	466.3409834	1.901844207	478.2708322	1.920423788	461.2629727	1.892477175	452.0187583	1.922698745	460.8675486	1.941542218	469.307566	1.921199157
467.3836038	1.529031771	463.8879833	1.578434551	461.1763126	1.931711337	465.7633875	1.901894245	478.1744079	1.920432141	463.3680041	1.892294815	451.0015407	1.922786868	460.4248759	1.941580568	469.1476345	1.921213014
466.5765319	1.529101688	463.6561152	1.578454632	459.2495296	1.931878257	469.2881301	1.901588954	471.8135299	1.920983194	458.522666	1.89271459	452.2080153	1.922682321	457.0529868	1.941872678	469.2925028	1.921200464
465.0318208	1.529235505	463.6204969	1.578457717	459.8819983	1.931823467	469.6890693	1.901554229	471.3104722	1.921026777	457.6707351	1.892788395	451.3045043	1.922760589	455.5894894	1.941999467	478.4357411	1.920408419
463.4720479	1.529370625	462.4690275	1.578557469	459.9985615	1.931813371	467.9321652	1.901706437	469.6744203	1.921168509	457.2826319	1.892822018	449.0475781	1.922956105	451.654992	1.942340319	478.0893072	1.920438433
463.7002523	1.529350859	462.5414592	1.578551194	460.2915542	1.93178799	466.5998323	1.901821862	470.6661401	1.9210826	460.0774185	1.892579908	448.1884341	1.923030529	453.5511542	1.94217605	477.1669879	1.920518339
462.2136331	1.529479642	464.0931149	1.578416773	459.3642426	1.931868321	468.313376	1.901673421	469.7042434	1.921165927	460.7980911	1.892517477	449.2692604	1.922936896	453.0562436	1.942218925	477.6553533	1.920476036
462.3335405	1.529469257	464.2010479	1.578407422	458.7241667	1.93192377	469.5474826	1.901566515	471.9603631	1.920970483	461.8271553	1.89242833	448.7973933	1.922977771	452.4602109	1.94227056	478.8522885	1.920372349
461.3945027	1.529550607	463.665653	1.578453803	458.8938023	1.931909075	471.4715191	1.901399838	470.144656	1.921127777	462.5471106	1.892365963	448.4080018	1.923011502	452.8667935	1.942235337	479.1828752	1.920343712
460.9073005	1.529592811	464.687298	1.578365296	456.7092496	1.93209832	470.9987304	1.901440799	470.4209821	1.92110384	463.1856649	1.892310645	449.2206027	1.922941104	452.9922422	1.94222447	479.2606575	1.920336978
460.6693252	1.529613428	464.8834465	1.578348302	456.2710634	1.932136279	470.0138727	1.901526126	470.0106019	1.921139393	463.9504444	1.892244394	449.5691885	1.922910903	452.8731331	1.942234787	478.9318009	1.920365471
460.9878968	1.529585833	465.7616514	1.578272221	456.1470081	1.932147027	469.3969295	1.901579575	468.6277162	1.921259192	465.7461835	1.892088831	449.2299996	1.922940284	454.8445985	1.942063996	479.7662037	1.92029319
461.221839	1.529565565	465.5203084	1.57829313	453.1617066	1.932405639	469.1636791	1.901599789	468.2790139	1.921289401	466.0014	1.892066723	451.0868122	1.922779426	454.8789655	1.942061019	477.6691492	1.920474864
461.2696677	1.529561425	466.064657	1.578245972	452.5732677	1.932456615	470.4436859	1.901488905	469.5016683	1.921183484	468.4555179	1.891854124	447.8416145	1.923060556	454.3481962	1.942107	477.5748088	1.92048304
463.6699111	1.529353496	464.3362014	1.578395709	454.4154008	1.932297035	471.1793504	1.901425179	468.6910976	1.921253705	465.8290686	1.892081656	449.0049156	1.922959777	454.5647265	1.942088243	479.4437386	1.920321138
462.4253464	1.529461313	461.8600647	1.578610221	456.1162459	1.932149693	471.5198468	1.901395686	468.6185123	1.921259994	463.9735965	1.892242398	449.4438657	1.922921747	454.3480812	1.942107012	476.9967008	1.920533134
463.5902135	1.529360402	462.4212679	1.578561605	457.1608581	1.9320592	470.5335535	1.901481135	468.6319894	1.921258827	463.3022038	1.892300563	452.4115868	1.922664649	454.856503	1.942062965	476.0865715	1.92061198
462.8717146	1.529422646	463.9786611	1.578426683	458.2151522	1.931967869	469.3399934	1.901584539	469.7069035	1.921165709	461.7723346	1.892433098	453.0197902	1.922611957	455.6116339	1.941997547	476.0062156	1.920618945
463.4990406	1.529368301	463.758834	1.578445727	460.5804756	1.931762966	468.1163108	1.901690554	471.1160263	1.921043639	461.6166011	1.89244659	453.3820014	1.922580578	454.2797767	1.942112928	476.9126952	1.920540419
463.9926089	1.529325546	462.2086018	1.578580025	460.310113	1.931786387	469.7678197	1.901547487	472.4742286	1.920925979	460.9114999	1.892507675	451.6335576	1.922732044	455.4688004	1.942009921	476.3708359	1.920587365
464.1720438	1.529310002	463.1162123	1.578501396	462.4452165	1.931601424	468.7808076	1.901632997	473.618709	1.920826835	461.3065684	1.892473452	451.3158841	1.922759562	455.2127104	1.942032107	476.6802656	1.920560563
464.6283177	1.529270476	462.184206	1.578582138	464.1804841	1.931451104	467.9196608	1.901707604	473.3108867	1.920853501	461.4326906	1.892462527	448.9714645	1.922962656	454.7723056	1.942070259	477.075398	1.920526334
469.2848675	1.528867087	462.0005974	1.578598043	462.2437239	1.931618882	467.6681206	1.9017294	472.7814537	1.920899365	461.114872	1.892490061	450.9243775	1.922793473	454.9981591	1.942050693	476.1078936	1.920610153
